Provincia,Codice,Tipologia,Denominazione,Indirizzo,Civico,Localita,Cod. comune,Comune,CAP,Distr.,Telefono,Caratteristica scuola,Sede direttivo,Codice sede riferimento,Codice sede di direttivo,Denominazione sede direttivo,Indirizzo sede di direttivo,Cod. comune sede dir.,Comune sede di direttivo,CAP sede dir.,Distr. sede dir.,Classificazione Autonomia,Organico Autonomia,Organico Sede,Num. Sedi Autonomia,Macrotipologia Autonomia,Tipologia Autonomia,Tipologia Sede,S-Comune montano,Telefono Sede Autonomia,Fax Sede Autonomia,Fax Sede Autonomia_1,Indirizzo E-Mail Autonomia,Indirizzo E-Mail sede corsi,Indirizzo PEC Autonomia,Indirizzo PEC sede corsi,Codice_ISTAT_comune_SEDE,coorY,coorX,location
MI,MIMM8FP01V,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Maffucci-Pavoni,Via Maffucci,60,,F205,MILANO,20158,,,Ordinaria,SI,MIIC8FP00T,MIIC8FP00T,"IC di Milano, Via Maffucci","Via Maffucci, 60",F205,MILANO,20158,,Statale,1406,493,3,Primo ciclo,Istituto Comprensivo,,Non montano,0288447160,0288447164,0239314396,smsmaffucci@tin.it,smsmaffucci@tin.it,MIMM0AD00Ai@pec.istruzione.it,mimm0ad00a@pec.istruzione.it,15146,45.50203544,9.17074764,"(45.50203544, 9.17074764)"
MI,MIAA8CJ01E,Scuola dell'Infanzia,Infanzia - Grezzago,Piazza A. Moro,2,GREZZAGO,E170,GREZZAGO,20056,059,0290960923,Ordinaria,NO,MIIC8CJ00N,MIIC8CJ00N,Gandhi,"Via Commendator Brambati,",L408,TREZZANO ROSA,20060,059,Statale,932,99,5,Primo ciclo,Istituto Comprensivo,,Non montano,,,,miic8cj00n@istruzione.it,,miic8cj00n@pec.istruzione.it,miic8cj00n@pec.istruzione.it,15110,45.59206809,9.49717212,"(45.59206809, 9.49717212)"
MI,MITE01000V-TT,Istituto Istruzione Secondario Secondo grado,I. T. Tecnologico - Natta,Via Don Calabria,16,-,F205,MILANO,20132,085,00022590083,Ordinaria,SI,MITE01000V,MITE01000V,G. Natta,"Via Don Calabria, 16",F205,MILANO,20132,085,Statale,920,0,1,Secondo ciclo,Istituto Tecnico,Istituto Tecnico,Non montano,022590083,0227200943,,mite01000v@istruzione.it,,mite01000v@pec.istruzione.it,mite01000v-01@pec.istruzione.it,15146,45.49961045,9.24209995,"(45.49961045, 9.24209995)"
MI,MIMM8D601T,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Vivaldi,Via Delle Betulle,,-,G634,PIEVE EMANUELE,20090,094,0290720080,Ordinaria,NO,MIIC8D600R,MIIC8D600R,IC di Via Delle Betulle,"Via Magnolie,",G634,PIEVE EMANUELE,20090,094,Statale,717,167,5,Primo ciclo,Istituto Comprensivo,,Non montano,02 90720080,02 90420093,0290420093,miic8d600r@istruzione.it,MIIC8D600R@ISTRUZIONE.IT,miic8d600r@pec.istruzione.it,MIIC8D600R@pec.istruzione.it,15173,45.34490664,9.1958323,"(45.34490664, 9.1958323)"
MI,MIMM8D5012,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Viquarterio,Via Viquarterio,1,-,G634,PIEVE EMANUELE,20090,094,0290420148,Ordinaria,NO,MIIC8D5001,MIIC8D5001,Viquarterio,"Via Viquarterio,",G634,PIEVE EMANUELE,20090,094,Statale,715,179,5,Primo ciclo,Istituto Comprensivo,,Non montano,0290420148,0290420158,0290724236,miic8d5001@istruzione.it,,miic8d5001@pec.istruzione.it,miic8d5001@pec.istruzione.it,15173,45.35387927,9.2009584,"(45.35387927, 9.2009584)"
MI,MIEE8EM01T,Istituto Istruzione Primario,Primaria - G.Cavalcanti,Via Cavalcanti,11,,H930,SAN GIULIANO MILANESE,20098,057,,Ordinaria,SI,MIIC8EM00Q,MIIC8EM00Q,Cavalcanti,"Via Cavalcanti, 11",H930,SAN GIULIANO MILANESE,20098,057,Statale,1382,400,5,Primo ciclo,Istituto Comprensivo,,Non montano,029848341,0298241915,029824195,segreteria@primocircolosgm.it,circolo.sgm@libero.it,miic8em00q@pec.istruzione.it,miee14104r@pec.istruzione.it,15195,45.40134315,9.29130513,"(45.40134315, 9.29130513)"
MI,MIMM8EJ019,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - via Toti,Via Toti,15,,C895,COLOGNO MONZESE,20093,064,,Ordinaria,NO,MIIC8EJ008,MIIC8EJ008,"IC di Cologno Monzese, viale Lombardia","Viale Lombardia, 24",C895,COLOGNO MONZESE,20093,064,Statale,1127,217,6,Primo ciclo,Istituto Comprensivo,,Non montano,0225396768,0225371203,0225492641,segreteriacologno2@email.it,,miee17100c@pec.istruzione.it,miic8ej008@pec.istruzione.it,15081,45.54849524,9.26771734,"(45.54849524, 9.26771734)"
MI,MIAA8FA01Q,Scuola dell'Infanzia,Infanzia - G. Rodari,Via Moro,,,H827,SAN DONATO MILANESE,20097,057,,Ordinaria,NO,MIIC8FA00V,MIIC8FA00V,"IC di San Donato Milanese, Via LibertÃ ","Via LibertÃ , 24",H827,SAN DONATO MILANESE,20097,057,Statale,1212,128,4,Primo ciclo,Istituto Comprensivo,,Non montano,025272024,025272024,,wliberta@tin.it,,,miee16900c@pec.istruzione.it,15192,45.42730645,9.26746615,"(45.42730645, 9.26746615)"
MI,MIEE8B8019,Istituto Istruzione Primario,Primaria - T.Grossi,Via Monte Velino,2,MILANO,F205,MILANO,20137,077,025513931,Ordinaria,NO,MIIC8B8007,MIIC8B8007,Tommaso Grossi,"Via Monte Velino, 2-4",F205,MILANO,20137,077,Statale,953,295,3,Primo ciclo,Istituto Comprensivo,,Non montano,0288444176,0288440185,0289050049,miic8b8007@istruzione.it,istitutotommasogrossi@yahoo.it,miic8b8007@pec.istruzione.it,miic8b8007@pec.istruzione.it,15146,45.45298537,9.22431524,"(45.45298537, 9.22431524)"
MI,MITD08101E,Istituto Istruzione Secondario Secondo grado,I.T. Economico - P. Verri,Via Lattanzio,38,MILANO,F205,MILANO,20137,077,00025511686,Ordinaria,SI,MIIS081008,MIIS081008,P. Verri,"Via Lattanzio, 38",F205,MILANO,20137,077,Statale,671,517,2,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Tecnico,Non montano,025511536,0255191991,0255191991,mitd13000d@istruzione.it,verriitc@tin.it,miis081008@pec.istruzione.it,miis081008@pec.istruzione.it,15146,45.4510292,9.21547964,"(45.4510292, 9.21547964)"
MI,MIMM8EU01R,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Breda,Viale Matteotti,381,,I690,SESTO SAN GIOVANNI,20099,064,,Ordinaria,NO,MIIC8EU00Q,MIIC8EU00Q,Galli Breda,"Via Podgora, 161",I690,SESTO SAN GIOVANNI,20099,064,Statale,1300,492,3,Primo ciclo,Istituto Comprensivo,,Non montano,023658331,02-36583325,0236586417,galli5@tin.it,dobrisci@tin.it,,miic8eu00q@pec.istruzione.it,15209,45.54133201,9.22930027,"(45.54133201, 9.22930027)"
MI,MIRC12000G,Istituto Istruzione Secondario Secondo grado,I. P. Servizi - Falck,Via Balilla,50,-,I690,SESTO SAN GIOVANNI,20099,064,022482512,Ordinaria,SI,MIRC12000G,MIRC12000G,E. Falck,"Via Balilla, 50",I690,SESTO SAN GIOVANNI,20099,064,Statale,900,273,4,Secondo ciclo,Istituto Professionale,Istituto Professionale,Non montano,0222470239,0226221270,0226221270,mirc12000g@istruzione.it,ipcfalck@tiscali.it,mirc12000g@pec.istruzione.it,mirc12000g@pec.istruzione.it,15209,45.54627864,9.23358124,"(45.54627864, 9.23358124)"
MI,MIPS027012,Istituto Istruzione Secondario Secondo grado,L. Scientifico - Leonardo da Vinci,Via Leonardo Da Vinci,,-,C895,COLOGNO MONZESE,20093,064,022516501,Ordinaria,NO,MIIS02700G,MIIS02700G,Leonardo da Vinci,"Via Leonardo Da Vinci, 1",C895,COLOGNO MONZESE,20093,064,Statale,918,387,2,Secondo ciclo,Istituto di Istruzione Superiore,Liceo,Non montano,022516501,0227301584,0227301584,miis02700g@istruzione.it,davinleo@tin.it,miis02700g@pec.istruzione.it,miis02700g@pec.istruzione.it,15081,45.53656576,9.29565829,"(45.53656576, 9.29565829)"
MI,MIRH038016,Istituto Istruzione Secondario Secondo grado,I.P. Servizi - Lagrange,Via Litta Modignani,65,MILANO,F205,MILANO,20161,081,000266222804,Ordinaria,SI,MIIS038002,MIIS038002,G.L. Lagrange,"Via Litta Modignani, 65",F205,MILANO,20161,081,Statale,1569,1083,2,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Professionale,Non montano,0266222854,0266222266,,miis038002@istruzione.it,,miis038002@pec.istruzione.it,miis038002@pec.istruzione.it,15146,45.52254569,9.15859017,"(45.52254569, 9.15859017)"
MI,MITF30000N-LP,Istituto Istruzione Secondario Secondo grado,L. Scientifico ad indirizzo Sportivo - Torricelli - 1 sezione,Via Dini,7,MILANO,F205,MILANO,20142,088,000289511344,Ordinaria,SI,MITF30000N,MITF30000N,E. Torricelli,"Via Dini, 7",F205,MILANO,20142,088,Statale,995,0,1,Secondo ciclo,Istituto Tecnico,Liceo,Non montano,0289511344,028466175,,mitf30000n@istruzione.it,,mitf30000n@pec.istruzione.it,mitf30000n@pec.istruzione.it,15146,45.42908775,9.17961799,"(45.42908775, 9.17961799)"
MI,MIMM8AV013-01,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - A. Manzoni 2 succursale,Piazza Terracini,,FRAZ. BUSTIGHERA MEDIGLIA,F084,MEDIGLIA,20060,057,0290660542,Succursale,NO,MIIC8AV002,MIIC8AV002,Mediglia,"Viale Europa, 4",F084,MEDIGLIA,20060,057,Statale,1315,0,8,Primo ciclo,Istituto Comprensivo,,Non montano,0290662530,0290662546,,miic8av002@istruzione.it,,miic8av002@pec.istruzione.it,miic8av002@pec.istruzione.it,15139,45.42203446,9.36597312,"(45.42203446, 9.36597312)"
MI,MIPS012018-LS,Istituto Istruzione Secondario Secondo grado,L. Scientifico - Torno,Piazzale Don Milani,1,-,C052,CASTANO PRIMO,20022,070,0331881500,Ordinaria,SI,MIIS01200T,MIIS01200T,G. Torno,"Piazzale Don Milani, 1",C052,CASTANO PRIMO,20022,070,Statale,1446,680,2,Secondo ciclo,Istituto di Istruzione Superiore,Liceo,Non montano,0331881500,0331883319,,miis01200t@istruzione.it,,miis01200t@pec.istruzione.it,mips012018@pec.istruzione.it,15062,45.55583048,8.75999014,"(45.55583048, 8.75999014)"
MI,MIEE8C303V,Istituto Istruzione Primario,Primaria - via Delle Ande,Via Delle Ande,4,MILANO,F205,MILANO,20151,092,0238007994,Ordinaria,NO,MIIC8C300P,MIIC8C300P,Massa,"Via Brocchi, 5",F205,MILANO,20151,092,Statale,1168,234,4,Primo ciclo,Istituto Comprensivo,,Non montano,0288444966,023084423,,miic8c300p@istruzione.it,,miic8c300p@pec.istruzione.it,miic8c300p@pec.istruzione.it,15146,45.49443251,9.1248529,"(45.49443251, 9.1248529)"
MI,MIAA8AQ012,Scuola dell'Infanzia,Infanzia - Buscaglia,Via Buscaglia,,CINISELLO BALSAMO,C707,CINISELLO BALSAMO,20092,065,026181262,Ordinaria,NO,MIIC8AQ005,MIIC8AQ005,Carlo Emanuele Buscaglia,"Via Paisiello, 2",C707,CINISELLO BALSAMO,20092,065,Statale,1167,99,6,Primo ciclo,Istituto Comprensivo,,Non montano,0266049026,0266049026,,miic8aq005@istruzione.it,,icbuscaglia@pec.icbuscaglia.it,miic8aq005@pec.istruzione.it,15077,45.56277892,9.21949238,"(45.56277892, 9.21949238)"
MI,MIEE8CZ02N,Istituto Istruzione Primario,Primaria - via Pisa,Via Pisa,1,-,F205,MILANO,20147,090,,Ordinaria,NO,MIIC8CZ00E,MIIC8CZ00E,Narcisi,"Via dei Narcisi, 2",F205,MILANO,20147,090,Statale,1310,296,4,Primo ciclo,Istituto Comprensivo,,Non montano,02-88445739,02-88445745,,miic8cz00e@istruzione.it,,miic8cz00e@pec.istruzione.it,miic8cz00e@pec.istruzione.it,15146,45.46457604,9.13708843,"(45.46457604, 9.13708843)"
MI,MIRC059012,Istituto Istruzione Secondario Secondo grado,I.P. Servizi - B. Oriani G. Mazzini,Via Zante,34,-,F205,MILANO,20138,086,0002719130,Ordinaria,SI,MIIS059003,MIIS059003,B. Oriani G. Mazzini,"Via Zante, 34",F205,MILANO,20138,086,Statale,847,847,1,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Professionale,Non montano,0270123760,027610482,027610482,miis059003@istruzione.it,info@orianimazzini.it,miis059003@pec.istruzione.it,miis059003@pec.istruzione.it,15146,45.45832775,9.2478486,"(45.45832775, 9.2478486)"
MI,MIRC300004,Istituto Istruzione Secondario Secondo grado,I.P. Servizi - V. Kandinsky,Via Baroni,35,,F205,MILANO,20142,,,Ordinaria,SI,MIRC300004,MIRC300004,V. Kandinsky,"Via Baroni, 35",F205,MILANO,20142,,Statale,586,549,2,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Professionale,Non montano,028260979,0289300311,0289300311,miis04800l@istruzione.it,ipskandinsky@sky.mi.it,miis04800l@pec.istruzione.it,miis04800l@pec.istruzione.it,15146,45.40999833,9.17220758,"(45.40999833, 9.17220758)"
MI,MICT71800D,Ctp,C.T.P. - Via Oglio sede associata,Via Oglio,20,MILANO,F205,MILANO,20100,,025395326,Ordinaria,NO,MI991473DRM,MI991473DRM,CPIA - Milano,"Via De Rossi, 2",F205,MILANO,20156,087,Cpia,0,0,12,Istruzione Adulti,CTP,,Non montano,,0233000715,,franca.eda@tiscalinet.it,,,miee823016 - 01@pec.istruzione.it,15146,45.43956726,9.21690838,"(45.43956726, 9.21690838)"
MI,MIPM11000D-LU,Istituto Istruzione Secondario Secondo grado,L. Scienze Umane - Tenca,Bastioni di Porta Volta,16,-,F205,MILANO,20121,079,026551606,Ordinaria,SI,MIPM11000D,MIPM11000D,C. Tenca,"Bastioni di Porta Volta, 16",F205,MILANO,20121,079,Statale,1364,1364,1,Secondo ciclo,Liceo,Liceo,Non montano,026551606,026554306,026554306,mipm11000d@istruzione.it,mipm11000d@istruzione.it,mipm11000d@pec.istruzione.it,mipm11000d@pec.istruzione.it,15146,45.4784983,9.181286,"(45.4784983, 9.181286)"
MI,MIEE8B3016,Istituto Istruzione Primario,Primaria - Diaz di Vaprio D'Adda,Viale della Vittoria,11,VAPRIO D'ADDA,L667,VAPRIO D'ADDA,20069,059,0290988252,Ordinaria,SI,MIIC8B3004,MIIC8B3004,Diaz,"Viale della Vittoria, 11",L667,VAPRIO D'ADDA,20069,059,Statale,1341,400,7,Primo ciclo,Istituto Comprensivo,,Non montano,0290988252,0290970621,0290970621,miic8b3004@istruzione.it,icdiaz@libero.it,miic8b3004@pec.istruzione.it,miic8b3004@pec.istruzione.it,15230,45.57481744,9.52660021,"(45.57481744, 9.52660021)"
MI,MIAA8B003G,Scuola dell'Infanzia,Infanzia - via F. Petrarca,Via F. Petrarca,,VIMODRONE,M053,VIMODRONE,20090,058,022501925,Ordinaria,NO,MIIC8B000L,MIIC8B000L,IC di Vimodrone,"Via Piave, 62",M053,VIMODRONE,20090,058,Statale,1472,166,7,Primo ciclo,Istituto Comprensivo,,Non montano,0227401207,022501242,,miic8b000l@istruzione.it,,miic8b000l@pec.istruzione.it,miic8b000l@pec.istruzione.it,15242,45.51626201,9.28534008,"(45.51626201, 9.28534008)"
MI,MIMM8FB01Q,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - De Gasperi,Via Gramsci,53,,H827,SAN DONATO MILANESE,20097,057,,Ordinaria,NO,MIIC8FB00P,MIIC8FB00P,"IC di San Donato Milanese, Via Croce Rossa","Via Croce Rossa, 4",H827,SAN DONATO MILANESE,20097,057,Statale,1212,438,5,Primo ciclo,Istituto Comprensivo,,Non montano,025270244,0255600141,0255600141,mimm688005@istruzione.it,smsgalileidegasperi@tiscalinet.it,mimm688005@pec.istruzione.it,mimm688005@pec.istruzione.it,15192,45.41570249,9.26544539,"(45.41570249, 9.26544539)"
MI,MIMM8CD01G,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado -  O. Tabacchi,Via Tabacchi,15   A,ZONA  TICINESE,F205,MILANO,20136,078,0289402681,Ordinaria,NO,MIIC8CD00E,MIIC8CD00E,Thouar - Gonzaga,"Via Brunacci, 2-4",F205,MILANO,20136,078,Statale,1074,340,4,Primo ciclo,Istituto Comprensivo,,Non montano,0288440480,0289403271,,miic8cd00e@istruzione.it,,,miic8cd00e@pec.istruzione.it,15146,45.44757428,9.18189757,"(45.44757428, 9.18189757)"
MI,MIRI01601R,Istituto Istruzione Secondario Secondo grado,I.P. Industria e Artigianato - I.I.S. di Inveruno,Via Marcora,109,INVERUNO (MI),E313,INVERUNO,20010,070,000297288182,Ordinaria,SI,MIIS016005,MIIS016005,I.I.S. di Inveruno,"Via Marcora, 109",E313,INVERUNO,20010,070,Statale,1004,504,3,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Professionale,Non montano,0297288182,0297289464,0297289464,miis016005@istruzione.it,ipsiamarcora@isinveruno.it,miis016005@pec.istruzione.it,miis016005@pec.istruzione.it,15113,45.51392387,8.85203443,"(45.51392387, 8.85203443)"
MI,MIEE8D902B,Istituto Istruzione Primario,Primaria - De Amicis,Via Ratti,,LEGNANO,E514,LEGNANO,20025,069,0331598323,Ordinaria,NO,MIIC8D9008,MIIC8D9008,Bonvesin de La Riva,"Via Bonvesin de la Riva, 1",E514,LEGNANO,20025,069,Statale,993,148,4,Primo ciclo,Istituto Comprensivo,,Non montano,,,,,,miic8d9008@pec.istruzione.it,miic8d9008@pec.istruzione.it,15118,45.5919668,8.9197663,"(45.5919668, 8.9197663)"
MI,MIRI077018,Istituto Istruzione Secondario Secondo grado,"I. P. Servizi,  Industria e Artigianato - Galilei - Luxemburg succursale",Via Ulivi,6,,F205,MILANO,20152,,,Succursale,NO,MIIS07700L,MIIS07700L,G. Galilei,"Via Paravia, 31",F205,MILANO,20148,,Statale,994,384,3,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Professionale,Non montano,0240091762,0240090183,,,,miis07700l@pec.istruzione.it,miis07700l@pec.istruzione.it,15146,45.45499375,9.08031069,"(45.45499375, 9.08031069)"
MI,MIEE8FR03N,Istituto Istruzione Primario,Primaria - G.Molla Beretta,Via Chiesa,,,E801,MAGENTA,20013,071,,Ordinaria,NO,MIIC8FR00D,MIIC8FR00D,"IC di Magenta, Via Papa Giovanni Paolo II","Via Papa Giovanni Paolo II, 2",E801,MAGENTA,20013,071,Statale,1092,101,8,Primo ciclo,Istituto Comprensivo,,Non montano,0297297390,0297295091,,scuola.de_amicis@tin.it,,miee34701a@pec.istruzione.it,miee347009@pec.istruzione.it,15130,45.46013709,8.85022026,"(45.46013709, 8.85022026)"
MI,MIRI09101E,Istituto Istruzione Secondario Secondo grado,I.P. Industria e artigianato - L. Einaudi - L. Da Vinci,Via Novara,113,,E801,MAGENTA,20013,071,,Succursale,NO,MIIS09100V,MIIS09100V,L. Einaudi - L. Da Vinci,"Via Mazenta, 51",E801,MAGENTA,20013,071,Statale,1172,420,3,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Professionale,Non montano,0297298766,0297291135,0297297672,miis01800r@istruzione.it,ipsiamagenta2@libero.it,miis01800r@pec.istruzione.it,miis09100v@pec.istruzione.it,15130,45.46380129,8.86969579,"(45.46380129, 8.86969579)"
MI,MIAA8BN033,Scuola dell'Infanzia,Infanzia - via Della Ringraziata,Via della Ringraziata,,FRAZ. CALEPPIO,I696,SETTALA,20090,058,0295899852,Ordinaria,NO,MIIC8BN004,MIIC8BN004,Leonardo Da Vinci,"Via Verdi, 8b",I696,SETTALA,20090,058,Statale,1333,106,8,Primo ciclo,Istituto Comprensivo,,Non montano,0295770144,0295770582,,ufficiamministrativi@icsettala.it,,icsettala@pec.inet.it,miic8bn004@pec.istruzione.it,15210,45.43591246,9.38116176,"(45.43591246, 9.38116176)"
MI,MIEE8CW015,Istituto Istruzione Primario,Primaria - Tito Speri,Via Porpora,11,MILANO,F205,MILANO,20131,084,022619673,Ordinaria,NO,MIIC8CW003,MIIC8CW003,Quintino di Vona - Tito Speri,"Via Sacchini, 34",F205,MILANO,20131,084,Statale,1163,327,2,Primo ciclo,Istituto Comprensivo,,Non montano,0288444431,0288460008,,miic8cw003@istruzione.it,,miic8cw003@pec.istruzione.it,miic8cw003@pec.istruzione.it,15146,45.48601512,9.22065969,"(45.48601512, 9.22065969)"
MI,MIEE30201R,Istituto Istruzione Primario,Primaria - Setti Carraro,Via della Passione,12,-,F205,MILANO,20122,074,0276001425,Ordinaria,SI,MIVE01000P,MIVE01000P,Educandato Setti Carraro dalla Chiesa,"Via della Passione, 12",F205,MILANO,20122,074,Statale,774,235,3,Primo ciclo,Altro,,Non montano,0276001425,02781896,02781896,mimm01900d@istruzione.it,colleg.settica@libero.it,,miee30200q@pec.istruzione.it,15146,45.46515555,9.20293071,"(45.46515555, 9.20293071)"
MI,MIRI09751V,Istituto Istruzione Secondario Secondo grado,I.P. Industria e Artigianat - A. Bernocchi succursale serale,Via Bernocchi,6,,E514,LEGNANO,20025,069,,Succursale,NO,MIIS09700T,MIIS09700T,A. Bernocchi,"Via Diaz, 2",E514,LEGNANO,20025,069,Statale,1715,59,3,Secondo ciclo,Istituto Tecnico,Istituto Professionale,Non montano,0331541393,0331542428,,mitf01000n@istruzione.it,,mitf01000n@pec.istruzione.it,miis07600r@pec.istruzione.it,15118,45.57377537,8.9059185,"(45.57377537, 8.9059185)"
MI,MITF290008-TT,Istituto Istruzione Secondario Secondo grado,I.T. Tecnologico -  Conti,Via A. De Vincenti,11,MILANO,F205,MILANO,20148,092,0002405008,Ordinaria,NO,MITF290008,MITF290008,E. Conti,"Via De Vincenti, 11",F205,MILANO,20148,092,Statale,1134,1134,1,Secondo ciclo,Istituto Tecnico,Istituto Tecnico,Non montano,02405008,0240070327,0240070327,mitf290008@istruzione.it,info@ettoreconti.mi.it,mitf290008@pec.istruzione.it,mitf290008@istruzione.it,15146,45.47671603,9.14062969,"(45.47671603, 9.14062969)"
MI,MITD500005-LL,Istituto Istruzione Secondario Secondo grado,L. Linguistico - Schiaparelli - Gramsci,Via Settembrini,4,-,F205,MILANO,20124,076,022022931,Ordinaria,SI,MITD500005,MITD500005,Schiaparelli - Gramsci,"Via Settembrini, 4",F205,MILANO,20124,076,Statale,1118,0,2,Secondo ciclo,Istituto Tecnico,Liceo,Non montano,022022931,0229512285,,mitd500005@istruzione.it,,mitd500005@pec.istruzione.it,mitd500005@pec.istruzione.it,15146,45.48061374,9.2047935,"(45.48061374, 9.2047935)"
MI,MIAA8EQ01X,Scuola dell'Infanzia,Infanzia - Mauro Brutto,Via Catalani,,,L409,TREZZANO SUL NAVIGLIO,20090,073,,Ordinaria,NO,MIIC8EQ003,MIIC8EQ003,Gobetti,"Via Tintoretto, 9",L409,TREZZANO SUL NAVIGLIO,20090,073,Statale,985,160,5,Primo ciclo,Istituto Comprensivo,,Non montano,024456971,02 48401956,,MIIC8EQ003@istruzione.it,,MIIC8EQ003@pec.istruzione.it,miaa285013@pec.istruzione.it,15220,45.42649244,9.053969,"(45.42649244, 9.053969)"
MI,MIEE8FW036,Istituto Istruzione Primario,Primaria - via Feraboli,Via Feraboli,,,F205,MILANO,20142,,,Ordinaria,NO,MIIC8FW002,MIIC8FW002,"IC di Milano, Via Arcadia 24","Via Dell'Arcadia, 24",F205,MILANO,20142,,Statale,1295,307,4,Primo ciclo,Istituto Comprensivo,,Non montano,,,,,,,miee32500c@pec.istruzione.it,15146,45.41400007,9.17306651,"(45.41400007, 9.17306651)"
MI,MITD047013-TT,Istituto Istruzione Secondario Secondo grado,I.T. Tecnologico - E. De Nicola,Via Saint Denis,200,SESTO SAN GIOVANNI,I690,SESTO SAN GIOVANNI,20099,064,000226224610,Ordinaria,SI,MIIS04700R,MIIS04700R,E. De Nicola,"Via Saint Denis, 200",I690,SESTO SAN GIOVANNI,20099,064,Statale,915,0,3,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Tecnico,Non montano,0226224610,022480991,,miis04700r@istruzione.it,,miis04700r@pec.istruzione.it,miis04700r@pec.istruzione.it,15209,45.54035,9.2227504,"(45.54035, 9.2227504)"
MI,MIAA8FR01A,Scuola dell'Infanzia,Infanzia - Rodari - via Saffi,Via Saffi,,,E801,MAGENTA,20013,071,,Ordinaria,NO,MIIC8FR00D,MIIC8FR00D,"IC di Magenta, Via Papa Giovanni Paolo II","Via Papa Giovanni Paolo II, 2",E801,MAGENTA,20013,071,Statale,1092,78,8,Primo ciclo,Istituto Comprensivo,,Non montano,0297297390,0297295091,,scuola.de_amicis@tin.it,,miee34701a@pec.istruzione.it,miee34600d@pec.istruzione.it,15130,45.47231665,8.88015221,"(45.47231665, 8.88015221)"
MI,MIAA8EP014,Scuola dell'Infanzia,Infanzia - Ferrante Aporti,Via Liberazione,,,I602,SENAGO,20030,066,,Ordinaria,NO,MIIC8EP007,MIIC8EP007,S. Allende,"Viale Risorgimento, 45",I602,SENAGO,20030,066,Statale,1007,101,6,Primo ciclo,Istituto Comprensivo,,Non montano,0299058520,0299058520,,miic8ep007@istruzione.it,,miic8ep007@pec.istruzione.it,miaa37803v@pec.istruzione.it,15206,45.58128871,9.12645921,"(45.58128871, 9.12645921)"
MI,MIAA8ET01R,Scuola dell'Infanzia,Infanzia - Acacie,Via Delle Acacie,,,C565,CESANO BOSCONE,20090,073,,Ordinaria,NO,MIIC8ET00X,MIIC8ET00X,Leonardo da Vinci,"Via Vespucci, 9",C565,CESANO BOSCONE,20090,073,Statale,1052,154,5,Primo ciclo,Istituto Comprensivo,,Non montano,024501218,0248689361,,miic8et00x@istruzione.it,,miic8et00x@pec.istruzione.it,miaa354029@pec.istruzione.it,15074,45.43988933,9.08977487,"(45.43988933, 9.08977487)"
MI,MIEE8DF031,Istituto Istruzione Primario,Primaria - G.B. Pirelli,Via Goffredo Da Bussero,9,-,F205,MILANO,20162,082,026423570,Ordinaria,NO,MIIC8DF00R,MIIC8DF00R,Sandro Pertini,"Via Thomas Mann, 8",F205,MILANO,20162,082,Statale,1144,300,6,Primo ciclo,Istituto Comprensivo,,Non montano,0266105264,0288447722,,miic8df00r@istruzione.it,,miic8df00r@pec.istruzione.it,miic8df00r@pec.istruzione.it,15146,45.51882754,9.20648489,"(45.51882754, 9.20648489)"
MI,MITD450009-LA,Istituto Istruzione Secondario Secondo grado,L. Artistico - Erasmo da Rotterdam,Via Varalli,24,-,A940,BOLLATE,20021,066,00023506460,Ordinaria,SI,MITD450009,MITD450009,Erasmo da Rotterdam,"Via Varalli, 24",A940,BOLLATE,20021,066,Statale,1042,0,1,Secondo ciclo,Istituto Tecnico,Liceo,Non montano,023506460,0233300549,,mitd450009@istruzione.it,,mitd450009@pec.istruzione.it,mitd450009@pec.istruzione.it,15027,45.5392769,9.12476095,"(45.5392769, 9.12476095)"
